iter,time,Atmosphere0,CCrust0,LMantle0,OCrust0,Oceans0,UMantle0,Erosion0,Erosion1,Erosion2,WindErosion0,WindErosion1,Subduction0,Subduction1,Volcanism0,Volcanism1,Volcanism2,Precipitation0,Rainout0,Rainout1,CometDelivery0,Convection0,HydrothermalCirculation0
474000,2370,2.7663965e+09,1.3609666e+18,1.7525415e+21,5.5415839e+18,9.4851016e+13,6.7350817e+20,7.7521346e+09,0,0,553279.31,5.608103e+08,5.2645047e+10,2.770792e+09,1.1415393e+09,4.5661571e+10,5.9408186e+09,5.5619345e+08,135358.29,425362.4,10201401,5.8042103e+09,4742549.7
476000,2380,2.7663965e+09,1.3620256e+18,1.7525401e+21,5.5416145e+18,9.4855205e+13,6.7350855e+20,7.7581664e+09,0,0,553279.31,5.6164897e+08,5.2645337e+10,2.7708072e+09,1.1415399e+09,4.5661596e+10,5.940814e+09,5.5703128e+08,134722.81,425997.88,10201310,5.8048954e+09,4742759
478000,2390,2.7663965e+09,1.3630833e+18,1.7525388e+21,5.5416436e+18,9.4859394e+13,6.7350892e+20,7.7641913e+09,0,0,553279.31,5.6248763e+08,5.2645614e+10,2.7708218e+09,1.1415405e+09,4.5661622e+10,5.9408094e+09,5.5786911e+08,134087.33,426633.36,10201226,5.8055664e+09,4742968.4
480000,2400,2.7663965e+09,1.3641399e+18,1.7525374e+21,5.5416714e+18,9.4863583e+13,6.7350929e+20,7.7702096e+09,0,0,553279.31,5.633263e+08,5.2645878e+10,2.7708357e+09,1.1415412e+09,4.5661646e+10,5.9408048e+09,5.5870694e+08,133451.84,427268.85,10201147,5.8062239e+09,4743177.8
482000,2410,2.7663965e+09,1.3651954e+18,1.7525361e+21,5.5416979e+18,9.4867772e+13,6.7350965e+20,7.7762217e+09,0,0,553279.31,5.6416497e+08,5.264613e+10,2.7708489e+09,1.1415418e+09,4.5661671e+10,5.9408003e+09,5.5954477e+08,132816.36,427904.33,10201073,5.8068684e+09,4743387.2
484000,2420,2.7663965e+09,1.3662498e+18,1.7525347e+21,5.5417232e+18,9.4871961e+13,6.7351001e+20,7.7822279e+09,0,0,553279.31,5.6500363e+08,5.264637e+10,2.7708616e+09,1.1415424e+09,4.5661695e+10,5.9407957e+09,5.603826e+08,132180.88,428539.82,10201004,5.8075005e+09,4743596.6
486000,2430,2.7663965e+09,1.3673033e+18,1.7525334e+21,5.5417473e+18,9.487615e+13,6.7351036e+20,7.7882284e+09,0,0,553279.31,5.658423e+08,5.2646599e+10,2.7708736e+09,1.141543e+09,4.5661719e+10,5.9407912e+09,5.6122043e+08,131545.39,429175.3,10200939,5.8081207e+09,4743806
488000,2440,2.7663965e+09,1.3683558e+18,1.7525321e+21,5.5417703e+18,9.4880339e+13,6.7351071e+20,7.7942235e+09,0,0,553279.31,5.6668097e+08,5.2646818e+10,2.7708852e+09,1.1415436e+09,4.5661743e+10,5.9407867e+09,5.6205826e+08,130909.91,429810.78,10200878,5.8087295e+09,4744015.4
490000,2450,2.7663965e+09,1.3694074e+18,1.7525308e+21,5.5417923e+18,9.4884528e+13,6.7351106e+20,7.8002136e+09,0,0,553279.31,5.6751963e+08,5.2647027e+10,2.7708962e+09,1.1415442e+09,4.5661767e+10,5.9407823e+09,5.6289609e+08,130274.42,430446.27,10200822,5.8093272e+09,4744224.8
492000,2460,2.7663965e+09,1.3704582e+18,1.7525295e+21,5.5418133e+18,9.4888718e+13,6.735114e+20,7.8061988e+09,0,0,553279.31,5.683583e+08,5.2647226e+10,2.7709066e+09,1.1415447e+09,4.566179e+10,5.9407778e+09,5.6373392e+08,129638.94,431081.75,10200769,5.8099145e+09,4744434.2
494000,2470,2.7663965e+09,1.3715081e+18,1.7525282e+21,5.5418333e+18,9.4892907e+13,6.7351174e+20,7.8121795e+09,0,0,553279.31,5.6919697e+08,5.2647417e+10,2.7709167e+09,1.1415453e+09,4.5661813e+10,5.9407734e+09,5.6457175e+08,129003.46,431717.23,10200719,5.8104917e+09,4744643.6
496000,2480,2.7663965e+09,1.3725573e+18,1.7525269e+21,5.5418525e+18,9.4897096e+13,6.7351207e+20,7.8181557e+09,0,0,553279.31,5.7003563e+08,5.2647598e+10,2.7709262e+09,1.1415459e+09,4.5661835e+10,5.940769e+09,5.6540958e+08,128367.97,432352.72,10200673,5.8110591e+09,4744853
498000,2490,2.7663965e+09,1.3736058e+18,1.7525256e+21,5.5418707e+18,9.4901285e+13,6.735124e+20,7.8241279e+09,0,0,553279.31,5.708743e+08,5.2647772e+10,2.7709354e+09,1.1415464e+09,4.5661858e+10,5.9407646e+09,5.6624741e+08,127732.49,432988.2,10200629,5.8116173e+09,4745062.4
500000,2500,2.7663965e+09,1.3746536e+18,1.7525243e+21,5.5418882e+18,9.4905474e+13,6.7351273e+20,7.8300961e+09,0,0,553279.31,5.7171297e+08,5.2647938e+10,2.7709441e+09,1.141547e+09,4.566188e+10,5.9407602e+09,5.6708524e+08,127097.01,433623.68,10200589,5.8121665e+09,4745271.9
502000,2510,2.7663965e+09,1.3757007e+18,1.752523e+21,5.5419049e+18,9.4909663e+13,6.7351305e+20,7.8360605e+09,0,0,553279.31,5.7255163e+08,5.2648096e+10,2.7709524e+09,1.1415475e+09,4.5661901e+10,5.9407559e+09,5.6792307e+08,126461.52,434259.17,10200551,5.8127071e+09,4745481.3
504000,2520,2.7663965e+09,1.3767472e+18,1.7525217e+21,5.5419208e+18,9.4913852e+13,6.7351336e+20,7.8420214e+09,0,0,553279.31,5.733903e+08,5.2648247e+10,2.7709604e+09,1.1415481e+09,4.5661923e+10,5.9407516e+09,5.687609e+08,125826.04,434894.65,10200515,5.8132394e+09,4745690.7
506000,2530,2.7663965e+09,1.3777931e+18,1.7525204e+21,5.541936e+18,9.4918041e+13,6.7351368e+20,7.8479789e+09,0,0,553279.31,5.7422897e+08,5.2648392e+10,2.770968e+09,1.1415486e+09,4.5661944e+10,5.9407472e+09,5.6959873e+08,125190.56,435530.13,10200482,5.8137638e+09,4745900.1
508000,2540,2.7663965e+09,1.3788384e+18,1.7525192e+21,5.5419505e+18,9.492223e+13,6.7351399e+20,7.8539331e+09,0,0,553279.31,5.7506763e+08,5.264853e+10,2.7709753e+09,1.1415491e+09,4.5661965e+10,5.9407429e+09,5.7043656e+08,124555.07,436165.62,10200451,5.8142805e+09,4746109.6
510000,2550,2.7663965e+09,1.3798832e+18,1.7525179e+21,5.5419644e+18,9.492642e+13,6.7351429e+20,7.8598844e+09,0,0,553279.31,5.759063e+08,5.2648662e+10,2.7709822e+09,1.1415496e+09,4.5661986e+10,5.9407387e+09,5.7127439e+08,123919.59,436801.1,10200422,5.8147898e+09,4746319
512000,2560,2.7663965e+09,1.3809275e+18,1.7525166e+21,5.5419777e+18,9.4930609e+13,6.7351459e+20,7.8658327e+09,0,0,553279.31,5.7674497e+08,5.2648788e+10,2.7709889e+09,1.1415502e+09,4.5662006e+10,5.9407344e+09,5.7211223e+08,123284.11,437436.58,10200395,5.8152921e+09,4746528.4
514000,2570,2.7663965e+09,1.3819713e+18,1.7525154e+21,5.5419904e+18,9.4934798e+13,6.7351489e+20,7.8717783e+09,0,0,553279.31,5.7758363e+08,5.2648909e+10,2.7709952e+09,1.1415507e+09,4.5662026e+10,5.9407302e+09,5.7295006e+08,122648.62,438072.07,10200369,5.8157875e+09,4746737.9
516000,2580,2.7663965e+09,1.3830146e+18,1.7525142e+21,5.5420025e+18,9.4938987e+13,6.7351518e+20,7.8777212e+09,0,0,553279.31,5.784223e+08,5.2649024e+10,2.7710013e+09,1.1415512e+09,4.5662046e+10,5.9407259e+09,5.7378789e+08,122013.14,438707.55,10200345,5.8162763e+09,4746947.3
518000,2590,2.7663965e+09,1.3840575e+18,1.7525129e+21,5.5420142e+18,9.4943176e+13,6.7351547e+20,7.8836616e+09,0,0,553279.31,5.7926097e+08,5.2649134e+10,2.7710071e+09,1.1415517e+09,4.5662066e+10,5.9407217e+09,5.7462572e+08,121377.66,439343.03,10200323,5.8167587e+09,4747156.7
520000,2600,2.7663965e+09,1.3851e+18,1.7525117e+21,5.5420253e+18,9.4947365e+13,6.7351576e+20,7.8895997e+09,0,0,553279.31,5.8009963e+08,5.264924e+10,2.7710126e+09,1.1415521e+09,4.5662085e+10,5.9407175e+09,5.7546355e+08,120742.17,439978.52,10200302,5.817235e+09,4747366.2
522000,2610,2.7663965e+09,1.3861421e+18,1.7525104e+21,5.5420359e+18,9.4951554e+13,6.7351604e+20,7.8955355e+09,0,0,553279.31,5.809383e+08,5.2649341e+10,2.7710179e+09,1.1415526e+09,4.5662104e+10,5.9407134e+09,5.7630138e+08,120106.69,440614,10200283,5.8177054e+09,4747575.6
524000,2620,2.7663965e+09,1.3871838e+18,1.7525092e+21,5.5420461e+18,9.4955743e+13,6.7351632e+20,7.9014692e+09,0,0,553279.31,5.8177697e+08,5.2649437e+10,2.771023e+09,1.1415531e+09,4.5662123e+10,5.9407092e+09,5.7713921e+08,119471.21,441249.48,10200265,5.81817e+09,4747785
526000,2630,2.7663965e+09,1.3882252e+18,1.752508e+21,5.5420558e+18,9.4959932e+13,6.7351659e+20,7.9074009e+09,0,0,553279.31,5.8261563e+08,5.264953e+10,2.7710279e+09,1.1415535e+09,4.5662142e+10,5.940705e+09,5.7797704e+08,118835.72,441884.97,10200247,5.8186291e+09,4747994.5
528000,2640,2.7663965e+09,1.3892662e+18,1.7525068e+21,5.5420651e+18,9.4964121e+13,6.7351686e+20,7.9133306e+09,0,0,553279.31,5.834543e+08,5.2649618e+10,2.7710325e+09,1.141554e+09,4.566216e+10,5.9407009e+09,5.7881487e+08,118200.24,442520.45,10200232,5.8190828e+09,4748203.9
530000,2650,2.7663965e+09,1.3903069e+18,1.7525056e+21,5.542074e+18,9.4968311e+13,6.7351713e+20,7.9192585e+09,0,0,553279.31,5.8429297e+08,5.2649703e+10,2.771037e+09,1.1415545e+09,4.5662178e+10,5.9406968e+09,5.796527e+08,117564.76,443155.93,10200217,5.8195313e+09,4748413.4
532000,2660,2.7663965e+09,1.3913473e+18,1.7525043e+21,5.5420825e+18,9.49725e+13,6.7351739e+20,7.9251846e+09,0,0,553279.31,5.8513163e+08,5.2649784e+10,2.7710413e+09,1.1415549e+09,4.5662196e+10,5.9406927e+09,5.8049053e+08,116929.27,443791.42,10200203,5.8199749e+09,4748622.8
534000,2670,2.7663965e+09,1.3923874e+18,1.7525031e+21,5.5420907e+18,9.4976689e+13,6.7351765e+20,7.9311091e+09,0,0,553279.31,5.859703e+08,5.2649862e+10,2.7710454e+09,1.1415553e+09,4.5662214e+10,5.9406886e+09,5.8132836e+08,116293.79,444426.9,10200190,5.8204135e+09,4748832.3
536000,2680,2.7663965e+09,1.3934272e+18,1.7525019e+21,5.5420985e+18,9.4980878e+13,6.7351791e+20,7.9370319e+09,0,0,553279.31,5.8680897e+08,5.2649936e+10,2.7710493e+09,1.1415558e+09,4.5662231e+10,5.9406845e+09,5.8216619e+08,115658.31,445062.38,10200177,5.8208474e+09,4749041.7
538000,2690,2.7663965e+09,1.3944668e+18,1.7525007e+21,5.542106e+18,9.4985067e+13,6.7351816e+20,7.9429533e+09,0,0,553279.31,5.8764763e+08,5.2650007e+10,2.771053e+09,1.1415562e+09,4.5662248e+10,5.9406805e+09,5.8300402e+08,115022.82,445697.87,10200166,5.8212768e+09,4749251.2
540000,2700,2.7663965e+09,1.3955061e+18,1.7524996e+21,5.5421132e+18,9.4989256e+13,6.735184e+20,7.9488733e+09,0,0,553279.31,5.884863e+08,5.2650076e+10,2.7710566e+09,1.1415566e+09,4.5662265e+10,5.9406765e+09,5.8384185e+08,114387.34,446333.35,10200155,5.8217016e+09,4749460.6
542000,2710,2.7663965e+09,1.3965452e+18,1.7524984e+21,5.5421201e+18,9.4993445e+13,6.7351865e+20,7.9547919e+09,0,0,553279.31,5.8932497e+08,5.2650141e+10,2.77106e+09,1.141557e+09,4.5662281e+10,5.9406724e+09,5.8467968e+08,113751.86,446968.84,10200145,5.8221222e+09,4749670.1
544000,2720,2.7663965e+09,1.397584e+18,1.7524972e+21,5.5421267e+18,9.4997634e+13,6.7351889e+20,7.9607092e+09,0,0,553279.31,5.9016363e+08,5.2650204e+10,2.7710633e+09,1.1415574e+09,4.5662297e+10,5.9406684e+09,5.8551751e+08,113116.37,447604.32,10200136,5.8225386e+09,4749879.5
546000,2730,2.7663965e+09,1.3986227e+18,1.752496e+21,5.542133e+18,9.5001823e+13,6.7351912e+20,7.9666253e+09,0,0,553279.31,5.910023e+08,5.2650264e+10,2.7710665e+09,1.1415578e+09,4.5662313e+10,5.9406644e+09,5.8635534e+08,112480.89,448239.8,10200127,5.8229509e+09,4750089
548000,2740,2.7663965e+09,1.3996611e+18,1.7524948e+21,5.5421391e+18,9.5006013e+13,6.7351936e+20,7.9725402e+09,0,0,553279.31,5.9184097e+08,5.2650321e+10,2.7710695e+09,1.1415582e+09,4.5662329e+10,5.9406604e+09,5.8719317e+08,111845.4,448875.29,10200119,5.8233592e+09,4750298.4
550000,2750,2.7663965e+09,1.4006993e+18,1.7524937e+21,5.5421449e+18,9.5010202e+13,6.7351959e+20,7.978454e+09,0,0,553279.31,5.9267963e+08,5.2650377e+10,2.7710724e+09,1.1415586e+09,4.5662345e+10,5.9406565e+09,5.88031e+08,111209.92,449510.77,10200111,5.8237636e+09,4750507.9
552000,2760,2.7663965e+09,1.4017374e+18,1.7524925e+21,5.5421505e+18,9.5014391e+13,6.7351981e+20,7.9843668e+09,0,0,553279.31,5.935183e+08,5.265043e+10,2.7710752e+09,1.141559e+09,4.566236e+10,5.9406525e+09,5.8886883e+08,110574.44,450146.25,10200104,5.8241643e+09,4750717.3
554000,2770,2.7663965e+09,1.4027752e+18,1.7524913e+21,5.5421558e+18,9.501858e+13,6.7352003e+20,7.9902785e+09,0,0,553279.31,5.9435697e+08,5.265048e+10,2.7710779e+09,1.1415594e+09,4.5662375e+10,5.9406486e+09,5.8970666e+08,109938.95,450781.74,10200097,5.8245612e+09,4750926.8
556000,2780,2.7663965e+09,1.4038129e+18,1.7524902e+21,5.542161e+18,9.5022769e+13,6.7352025e+20,7.9961893e+09,0,0,553279.31,5.9519563e+08,5.2650529e+10,2.7710805e+09,1.1415597e+09,4.566239e+10,5.9406446e+09,5.9054449e+08,109303.47,451417.22,10200091,5.8249546e+09,4751136.2
558000,2790,2.7663965e+09,1.4048505e+18,1.752489e+21,5.5421659e+18,9.5026958e+13,6.7352046e+20,8.0020992e+09,0,0,553279.31,5.960343e+08,5.2650576e+10,2.7710829e+09,1.1415601e+09,4.5662404e+10,5.9406407e+09,5.9138232e+08,108667.99,452052.7,10200085,5.8253445e+09,4751345.7
560000,2800,2.7663965e+09,1.4058879e+18,1.7524879e+21,5.5421706e+18,9.5031147e+13,6.7352068e+20,8.0080083e+09,0,0,553279.31,5.9687297e+08,5.2650621e+10,2.7710853e+09,1.1415605e+09,4.5662419e+10,5.9406368e+09,5.9222015e+08,108032.5,452688.19,10200080,5.8257309e+09,4751555.1
562000,2810,2.7663965e+09,1.4069251e+18,1.7524867e+21,5.5421752e+18,9.5035336e+13,6.7352088e+20,8.0139165e+09,0,0,553279.31,5.9771163e+08,5.2650664e+10,2.7710876e+09,1.1415608e+09,4.5662433e+10,5.9406329e+09,5.9305798e+08,107397.02,453323.67,10200075,5.826114e+09,4751764.6
564000,2820,2.7663965e+09,1.4079622e+18,1.7524856e+21,5.5421795e+18,9.5039525e+13,6.7352109e+20,8.0198239e+09,0,0,553279.31,5.985503e+08,5.2650705e+10,2.7710898e+09,1.1415612e+09,4.5662447e+10,5.9406291e+09,5.9389581e+08,106761.54,453959.15,10200070,5.8264938e+09,4751974
566000,2830,2.7663965e+09,1.4089992e+18,1.7524844e+21,5.5421837e+18,9.5043715e+13,6.7352129e+20,8.0257306e+09,0,0,553279.31,5.9938897e+08,5.2650745e+10,2.7710918e+09,1.1415615e+09,4.566246e+10,5.9406252e+09,5.9473364e+08,106126.05,454594.64,10200065,5.8268704e+09,4752183.5
568000,2840,2.7663965e+09,1.410036e+18,1.7524833e+21,5.5421877e+18,9.5047904e+13,6.7352148e+20,8.0316366e+09,0,0,553279.31,6.0022763e+08,5.2650783e+10,2.7710939e+09,1.1415618e+09,4.5662473e+10,5.9406213e+09,5.9557147e+08,105490.57,455230.12,10200061,5.8272438e+09,4752392.9
570000,2850,2.7663965e+09,1.4110728e+18,1.7524822e+21,5.5421916e+18,9.5052093e+13,6.7352168e+20,8.0375419e+09,0,0,553279.31,6.010663e+08,5.265082e+10,2.7710958e+09,1.1415622e+09,4.5662487e+10,5.9406175e+09,5.964093e+08,104855.09,455865.6,10200057,5.8276142e+09,4752602.4
572000,2860,2.7663965e+09,1.4121094e+18,1.752481e+21,5.5421953e+18,9.5056282e+13,6.7352187e+20,8.0434465e+09,0,0,553279.31,6.0190497e+08,5.2650855e+10,2.7710976e+09,1.1415625e+09,4.5662499e+10,5.9406137e+09,5.9724713e+08,104219.6,456501.09,10200053,5.8279815e+09,4752811.8
574000,2870,2.7663965e+09,1.4131459e+18,1.7524799e+21,5.5421988e+18,9.5060471e+13,6.7352205e+20,8.0493506e+09,0,0,553279.31,6.0274363e+08,5.2650889e+10,2.7710994e+09,1.1415628e+09,4.5662512e+10,5.9406099e+09,5.9808496e+08,103584.12,457136.57,10200050,5.8283458e+09,4753021.3
576000,2880,2.7663965e+09,1.4141823e+18,1.7524788e+21,5.5422023e+18,9.506466e+13,6.7352224e+20,8.0552541e+09,0,0,553279.31,6.035823e+08,5.2650921e+10,2.7711011e+09,1.1415631e+09,4.5662524e+10,5.9406061e+09,5.9892279e+08,102948.64,457772.05,10200047,5.8287073e+09,4753230.7
578000,2890,2.7663965e+09,1.4152187e+18,1.7524777e+21,5.5422055e+18,9.5068849e+13,6.7352242e+20,8.061157e+09,0,0,553279.31,6.0442097e+08,5.2650953e+10,2.7711028e+09,1.1415634e+09,4.5662537e+10,5.9406023e+09,5.9976062e+08,102313.15,458407.54,10200044,5.8290658e+09,4753440.2
580000,2900,2.7663965e+09,1.4162549e+18,1.7524766e+21,5.5422087e+18,9.5073038e+13,6.7352259e+20,8.0670594e+09,0,0,553279.31,6.0525963e+08,5.2650983e+10,2.7711043e+09,1.1415637e+09,4.5662549e+10,5.9405985e+09,6.0059845e+08,101677.67,459043.02,10200041,5.8294216e+09,4753649.7
582000,2910,2.7663965e+09,1.417291e+18,1.7524754e+21,5.5422117e+18,9.5077227e+13,6.7352276e+20,8.0729613e+09,0,0,553279.31,6.060983e+08,5.2651011e+10,2.7711059e+09,1.141564e+09,4.566256e+10,5.9405947e+09,6.0143628e+08,101042.19,459678.5,10200038,5.8297746e+09,4753859.1
584000,2920,2.7663965e+09,1.4183271e+18,1.7524743e+21,5.5422146e+18,9.5081417e+13,6.7352293e+20,8.0788628e+09,0,0,553279.31,6.0693697e+08,5.2651039e+10,2.7711073e+09,1.1415643e+09,4.5662572e+10,5.940591e+09,6.0227411e+08,100406.7,460313.99,10200036,5.8301248e+09,4754068.6
586000,2930,2.7663965e+09,1.4193631e+18,1.7524732e+21,5.5422174e+18,9.5085606e+13,6.735231e+20,8.0847638e+09,0,0,553279.31,6.0777563e+08,5.2651066e+10,2.7711087e+09,1.1415646e+09,4.5662583e+10,5.9405873e+09,6.0311194e+08,99771.219,460949.47,10200033,5.8304724e+09,4754278
588000,2940,2.7663965e+09,1.420399e+18,1.7524721e+21,5.5422201e+18,9.5089795e+13,6.7352326e+20,8.0906643e+09,0,0,553279.31,6.086143e+08,5.2651091e+10,2.7711101e+09,1.1415649e+09,4.5662594e+10,5.9405835e+09,6.0394977e+08,99135.736,461584.95,10200031,5.8308173e+09,4754487.5
590000,2950,2.7663965e+09,1.4214348e+18,1.752471e+21,5.5422227e+18,9.5093984e+13,6.7352342e+20,8.0965645e+09,0,0,553279.31,6.0945297e+08,5.2651116e+10,2.7711114e+09,1.1415651e+09,4.5662605e+10,5.9405798e+09,6.047876e+08,98500.252,462220.44,10200029,5.8311596e+09,4754696.9
592000,2960,2.7663965e+09,1.4224706e+18,1.75247e+21,5.5422252e+18,9.5098173e+13,6.7352358e+20,8.1024642e+09,0,0,553279.31,6.1029163e+08,5.265114e+10,2.7711126e+09,1.1415654e+09,4.5662616e+10,5.9405761e+09,6.0562543e+08,97864.769,462855.92,10200027,5.8314993e+09,4754906.4
594000,2970,2.7663965e+09,1.4235063e+18,1.7524689e+21,5.5422276e+18,9.5102362e+13,6.7352373e+20,8.1083636e+09,0,0,553279.31,6.111303e+08,5.2651162e+10,2.7711138e+09,1.1415656e+09,4.5662626e+10,5.9405724e+09,6.0646326e+08,97229.285,463491.4,10200026,5.8318365e+09,4755115.8
596000,2980,2.7663965e+09,1.4245419e+18,1.7524678e+21,5.5422299e+18,9.5106551e+13,6.7352388e+20,8.1142626e+09,0,0,553279.31,6.1196897e+08,5.2651184e+10,2.771115e+09,1.1415659e+09,4.5662636e+10,5.9405687e+09,6.0730109e+08,96593.802,464126.89,10200024,5.8321712e+09,4755325.3
598000,2990,2.7663965e+09,1.4255775e+18,1.7524667e+21,5.5422321e+18,9.511074e+13,6.7352403e+20,8.1201613e+09,0,0,553279.31,6.1280763e+08,5.2651205e+10,2.7711161e+09,1.1415661e+09,4.5662646e+10,5.9405651e+09,6.0813892e+08,95958.319,464762.37,10200022,5.8325035e+09,4755534.8
600000,3000,2.7663965e+09,1.426613e+18,1.7524656e+21,5.5422343e+18,9.5114929e+13,6.7352417e+20,8.1260597e+09,0,0,553279.31,6.136463e+08,5.2651225e+10,2.7711171e+09,1.1415664e+09,4.5662656e+10,5.9405614e+09,6.0897675e+08,95322.835,465397.86,10200021,5.8328332e+09,4755744.2
602000,3010,2.7663965e+09,1.4276484e+18,1.7524645e+21,5.5422363e+18,9.5119119e+13,6.7352431e+20,8.1319577e+09,0,0,553279.31,6.1448497e+08,5.2651245e+10,2.7711182e+09,1.1415666e+09,4.5662665e+10,5.9405578e+09,6.0981458e+08,94687.352,466033.34,10200020,5.8331606e+09,4755953.7
604000,3020,2.7663965e+09,1.4286839e+18,1.7524635e+21,5.5422383e+18,9.5123308e+13,6.7352445e+20,8.1378555e+09,0,0,553279.31,6.1532363e+08,5.2651264e+10,2.7711191e+09,1.1415669e+09,4.5662674e+10,5.9405541e+09,6.1065241e+08,94051.868,466668.82,10200018,5.8334856e+09,4756163.1
606000,3030,2.7663965e+09,1.4297192e+18,1.7524624e+21,5.5422402e+18,9.5127497e+13,6.7352458e+20,8.143753e+09,0,0,553279.31,6.161623e+08,5.2651281e+10,2.7711201e+09,1.1415671e+09,4.5662684e+10,5.9405505e+09,6.1149024e+08,93416.385,467304.31,10200017,5.8338082e+09,4756372.6
608000,3040,2.7663965e+09,1.4307545e+18,1.7524613e+21,5.542242e+18,9.5131686e+13,6.7352471e+20,8.1496502e+09,0,0,553279.31,6.1700097e+08,5.2651299e+10,2.771121e+09,1.1415673e+09,4.5662692e+10,5.9405469e+09,6.1232807e+08,92780.901,467939.79,10200016,5.8341284e+09,4756582
610000,3050,2.7663965e+09,1.4317898e+18,1.7524603e+21,5.5422437e+18,9.5135875e+13,6.7352484e+20,8.1555472e+09,0,0,553279.31,6.1783963e+08,5.2651315e+10,2.7711219e+09,1.1415675e+09,4.5662701e+10,5.9405433e+09,6.131659e+08,92145.418,468575.27,10200015,5.8344464e+09,4756791.5
612000,3060,2.7663965e+09,1.4328251e+18,1.7524592e+21,5.5422454e+18,9.5140064e+13,6.7352497e+20,8.161444e+09,0,0,553279.31,6.186783e+08,5.2651331e+10,2.7711227e+09,1.1415677e+09,4.5662709e+10,5.9405397e+09,6.1400373e+08,91509.934,469210.76,10200014,5.8347621e+09,4757000.9
614000,3070,2.7663965e+09,1.4338602e+18,1.7524582e+21,5.542247e+18,9.5144253e+13,6.7352509e+20,8.1673405e+09,0,0,553279.31,6.1951697e+08,5.2651346e+10,2.7711235e+09,1.1415679e+09,4.5662718e+10,5.9405361e+09,6.1484156e+08,90874.451,469846.24,10200013,5.8350755e+09,4757210.4
616000,3080,2.7663965e+09,1.4348954e+18,1.7524571e+21,5.5422485e+18,9.5148442e+13,6.735252e+20,8.1732368e+09,0,0,553279.31,6.2035563e+08,5.2651361e+10,2.7711243e+09,1.1415681e+09,4.5662726e+10,5.9405326e+09,6.1567939e+08,90238.968,470481.72,10200012,5.8353866e+09,4757419.9
618000,3090,2.7663965e+09,1.4359305e+18,1.7524561e+21,5.54225e+18,9.5152631e+13,6.7352532e+20,8.1791329e+09,0,0,553279.31,6.211943e+08,5.2651375e+10,2.771125e+09,1.1415683e+09,4.5662734e+10,5.940529e+09,6.1651722e+08,89603.484,471117.21,10200012,5.8356956e+09,4757629.3
620000,3100,2.7663965e+09,1.4369656e+18,1.752455e+21,5.5422514e+18,9.515682e+13,6.7352543e+20,8.1850287e+09,0,0,553279.31,6.2203297e+08,5.2651389e+10,2.7711257e+09,1.1415685e+09,4.5662741e+10,5.9405254e+09,6.1735505e+08,88968.001,471752.69,10200011,5.8360023e+09,4757838.8
622000,3110,2.7663965e+09,1.4380007e+18,1.752454e+21,5.5422528e+18,9.516101e+13,6.7352554e+20,8.1909244e+09,0,0,553279.31,6.2287163e+08,5.2651402e+10,2.7711264e+09,1.1415687e+09,4.5662749e+10,5.9405219e+09,6.1819288e+08,88332.517,472388.17,10200010,5.8363068e+09,4758048.2
624000,3120,2.7663965e+09,1.4390357e+18,1.7524529e+21,5.5422541e+18,9.5165199e+13,6.7352565e+20,8.19682e+09,0,0,553279.31,6.237103e+08,5.2651414e+10,2.7711271e+09,1.1415689e+09,4.5662756e+10,5.9405184e+09,6.1903071e+08,87697.034,473023.66,10200009,5.8366092e+09,4758257.7
626000,3130,2.7663965e+09,1.4400707e+18,1.7524519e+21,5.5422554e+18,9.5169388e+13,6.7352575e+20,8.2027153e+09,0,0,553279.31,6.2454897e+08,5.2651426e+10,2.7711277e+09,1.1415691e+09,4.5662763e+10,5.9405149e+09,6.1986854e+08,87061.55,473659.14,10200009,5.8369094e+09,4758467.1
628000,3140,2.7663965e+09,1.4411056e+18,1.7524508e+21,5.5422566e+18,9.5173577e+13,6.7352585e+20,8.2086105e+09,0,0,553279.31,6.2538763e+08,5.2651438e+10,2.7711283e+09,1.1415692e+09,4.566277e+10,5.9405114e+09,6.2070637e+08,86426.067,474294.62,10200008,5.8372075e+09,4758676.6
630000,3150,2.7663965e+09,1.4421405e+18,1.7524498e+21,5.5422577e+18,9.5177766e+13,6.7352595e+20,8.2145055e+09,0,0,553279.31,6.262263e+08,5.2651448e+10,2.7711289e+09,1.1415694e+09,4.5662776e+10,5.9405079e+09,6.215442e+08,85790.583,474930.11,10200008,5.8375035e+09,4758886.1
632000,3160,2.7663965e+09,1.4431755e+18,1.7524488e+21,5.5422588e+18,9.5181955e+13,6.7352604e+20,8.2204004e+09,0,0,553279.31,6.2706497e+08,5.2651459e+10,2.7711294e+09,1.1415696e+09,4.5662783e+10,5.9405044e+09,6.2238204e+08,85155.1,475565.59,10200007,5.8377973e+09,4759095.5
634000,3170,2.7663965e+09,1.4442103e+18,1.7524478e+21,5.5422599e+18,9.5186144e+13,6.7352614e+20,8.2262951e+09,0,0,553279.31,6.2790363e+08,5.2651469e+10,2.7711299e+09,1.1415697e+09,4.5662789e+10,5.9405009e+09,6.2321987e+08,84519.616,476201.07,10200007,5.8380891e+09,4759305
636000,3180,2.7663965e+09,1.4452452e+18,1.7524467e+21,5.5422609e+18,9.5190333e+13,6.7352622e+20,8.2321897e+09,0,0,553279.31,6.287423e+08,5.2651479e+10,2.7711305e+09,1.1415699e+09,4.5662795e+10,5.9404974e+09,6.240577e+08,83884.133,476836.56,10200006,5.8383788e+09,4759514.4
